"content-center href","rounded-2xl src","inline","flex","text-xs","text-xs 2","line-clamp-1","styles_tooltip-text__bYBqF","line-clamp-1 2","styles_tooltip-text__bYBqF 2","mr-2","mr-2 href","whitespace-nowrap","pl-1","pl-1 2","pl-1 3","text-xs 3","line-clamp-1 3","inline-flex","mr-2 2","mr-2 href 2","whitespace-nowrap 2","pl-1 4","text-xs 5","mr-2 3","mr-2 href 3","whitespace-nowrap 3","pl-1 5","pl-1 6","text-xs 7"
"https://wellfound.com/company/obviant-3","https://wellfound.com/cdn-cgi/image/width=112,height=112,fit=scale-down,gravity=0.5x0.5,quality=90,format=auto/https://photos.wellfound.com/startups/i/9463089-3e910100752a44cb0f26b5227b2f19ff-medium_jpg.jpg?buster=1680532779","Obviant","","Data intelligence and AI tools for defense acquisition","1-10 Employees","Responds within two weeks","Based on past data, Obviant usually responds to incoming applications within two weeks","Early Stage","Startup in initial stages","Senior Engineer","https://wellfound.com/jobs/3270109-senior-engineer","Full-time","$130k – $180k","In office • Arlington","3 years of exp","1 month ago","","","DevOps Engineer","https://wellfound.com/jobs/3647126-devops-engineer","Full-time","$170k – $230k","2 months ago","Data Engineer","https://wellfound.com/jobs/3539354-data-engineer","Full-time","Remote • Arlington","In office • Arlington","4 months ago"
"https://wellfound.com/company/wesoftyou","https://wellfound.com/cdn-cgi/image/width=112,height=112,fit=scale-down,gravity=0.5x0.5,quality=90,format=auto/https://photos.wellfound.com/startups/i/5244416-56e7292c8fb9ea30a426a4e2e70db892-medium_jpg.jpg?buster=1568133176","WeSoftYou","Actively Hiring","New Generation Software Company. Mobile & Web Development from A to Z","51-200 Employees","B2B","Expanding market presence","Growth Stage","","Data Engineer","https://wellfound.com/jobs/3967387-data-engineer","","$70k – $140k • No equity","Onsite or remote • Los Angeles","5 years of exp","yesterday","","","","","","","","","","","","",""
"https://wellfound.com/company/pryzm-2","https://wellfound.com/cdn-cgi/image/width=112,height=112,fit=scale-down,gravity=0.5x0.5,quality=90,format=auto/https://photos.wellfound.com/startups/i/10309364-cde3a0757642d8f171f4f564f1aeefdc-medium_jpg.jpg?buster=1731315135","Pryzm-","Actively Hiring","Building the common operating system for federal procurement and capture","","","","","","Executive Assistant to the CEO","https://wellfound.com/jobs/3964858-executive-assistant-to-the-ceo","Full-time","Boston","United States","In office • United States","1 day ago","","","Data Engineer","https://wellfound.com/jobs/3941683-data-engineer","Full-time","","4 days ago","Tech Lead","https://wellfound.com/jobs/3533790-tech-lead","Full-time","","","4 months ago"
"https://wellfound.com/company/raylu-dev","https://wellfound.com/cdn-cgi/image/width=112,height=112,fit=scale-down,gravity=0.5x0.5,quality=90,format=auto/https://photos.wellfound.com/startups/i/9211802-d8cedfc73cbebf9997b3886ed3a46d11-medium_jpg.jpg?buster=1761589732","Raylu","","Reinventing Private Market Investing with AI","1-10 Employees","B2B","Startup in initial stages","Early Stage","","Senior Frontend Engineer","https://wellfound.com/jobs/3727548-senior-frontend-engineer","Full-time","$165k – $245k • 0.1% – 0.25%","In office • New York City","4 years of exp","2 months ago","","","Senior Data Engineer","https://wellfound.com/jobs/3727547-senior-data-engineer","Full-time","$165k – $245k • 0.1% – 0.25%","2 months ago","Senior Backend Engineer","https://wellfound.com/jobs/3727546-senior-backend-engineer","Full-time","In office • New York City","4 years of exp","2 months ago"
"https://wellfound.com/company/mudflap","https://wellfound.com/cdn-cgi/image/width=112,height=112,fit=scale-down,gravity=0.5x0.5,quality=90,format=auto/https://photos.wellfound.com/startups/i/4452006-0e3405ee68195d0baf0d754f5073134b-medium_jpg.jpg?buster=1622565991","Mudflap","","Leading fintech innovation in trucking for independent owner operators & fleets","11-50 Employees","Responds within two weeks","Based on past data, Mudflap usually responds to incoming applications within two weeks","B2B","Expanding market presence","Staff Data Engineer","https://wellfound.com/jobs/3281832-staff-data-engineer","Full-time","$175k – $215k","Palo Alto","","6 months ago","Growth Stage","+1","","","","","","","","","","",""
"https://wellfound.com/company/eliseai-1","https://wellfound.com/cdn-cgi/image/width=112,height=112,fit=scale-down,gravity=0.5x0.5,quality=90,format=auto/https://photos.wellfound.com/startups/i/9870257-a384a0bfa64c6a7d2fdf5713742c7f6f-medium_jpg.jpg?buster=1703528373","EliseAI","Actively Hiring","Building AI agents that transform complex healthcare and housing systems","51-200 Employees","Growing fast","Showed strong hiring growth in the past month","","","Partner Solutions Engineer","https://wellfound.com/jobs/3935714-partner-solutions-engineer","Full-time","$140k – $200k","New York","$210k – $270k","7 days ago","","","Senior Security Engineer","https://wellfound.com/jobs/3346376-senior-security-engineer","Full-time","New York","1 month ago","Senior Data Engineer","https://wellfound.com/jobs/3346539-senior-data-engineer","Full-time","$240k – $300k","New York","7 months ago"
"https://wellfound.com/company/drivewealth-1","https://wellfound.com/cdn-cgi/image/width=112,height=112,fit=scale-down,gravity=0.5x0.5,quality=90,format=auto/https://photos.wellfound.com/startups/i/411256-c1c0abe4deb22867e054f816e4140a4f-medium_jpg.jpg?buster=1401819286","DriveWealth","Actively Hiring","The Modern Brokerage Platform","201-500 Employees","B2B","Rapidly increasing operations","Scale Stage","This company has received a significant amount of investment from top investors","Senior Data Engineer, RegTech","https://wellfound.com/jobs/3164897-senior-data-engineer-regtech","Full-time","New York City","New York City","New York City","3 weeks ago","Top Investors","+1","Data Engineer","https://wellfound.com/jobs/3797482-data-engineer","Full-time","","1 month ago","Principal Data Engineer","https://wellfound.com/jobs/3792864-principal-data-engineer","Full-time","","","1 month ago"
"https://wellfound.com/company/take-two-interactive-software","https://wellfound.com/cdn-cgi/image/width=112,height=112,fit=scale-down,gravity=0.5x0.5,quality=90,format=auto/https://photos.wellfound.com/startups/i/60260-fa30b2570595bd4f673b35ca935f0473-medium_jpg.jpg?buster=1589625458","Take-Two Interactive Software","Actively Hiring","Game development needs creativity, but creativity needs an environment to be nurtured in","1001-5000 Employees","B2C","Publicly traded company","Public Stage","","Lead SOAR Engineer","https://wellfound.com/jobs/3526922-lead-soar-engineer","Full-time","$185k – $185k","Austin","$116k – $116k","7 days ago","","","Information Security Engineer","https://wellfound.com/jobs/3919926-information-security-engineer","Full-time","Austin","1 week ago","Data Engineer (Python/Spark)","https://wellfound.com/jobs/3904396-data-engineer-python-spark","Full-time","$120k – $120k","Austin","2 weeks ago"
"https://wellfound.com/company/sigma360","https://wellfound.com/cdn-cgi/image/width=112,height=112,fit=scale-down,gravity=0.5x0.5,quality=90,format=auto/https://photos.wellfound.com/startups/i/3719384-c1377bac8f7800ae2267aec0651806e5-medium_jpg.jpg?buster=1703807478","Sigma360","Actively Hiring","The definitive risk decisioning software platform for financial crime and risk management","51-200 Employees","B2B","Startup in initial stages","Early Stage","","AI Data Ingestion Platform Engineer","https://wellfound.com/jobs/3773306-ai-data-ingestion-platform-engineer","Full-time","$120k – $170k • 0.05% – 0.2%","Onsite or remote • New York City","5 years of exp","1 month ago","","","Data Quality Engineer, Data Platform","https://wellfound.com/jobs/3771735-data-quality-engineer-data-platform","Full-time","$80k – $120k • 0.01% – 0.1%","1 month ago","Data Engineer, Data Platform","https://wellfound.com/jobs/3771639-data-engineer-data-platform","Full-time","Onsite or remote • New York City","2 years of exp","1 month ago"
"https://wellfound.com/company/klaviyo","https://wellfound.com/cdn-cgi/image/width=112,height=112,fit=scale-down,gravity=0.5x0.5,quality=90,format=auto/https://photos.wellfound.com/startups/i/98145-059a3954a1c856feea0d136a73960674-medium_jpg.jpg?buster=1765942672","Klaviyo","Actively Hiring","Klaviyo is the AI-first CRM built for B2C brands","1001-5000 Employees","B2B","Publicly traded company","Public Stage","This company has received a significant amount of investment from top investors","Software Engineer II - Social Team","https://wellfound.com/jobs/3971467-software-engineer-ii-social-team","Full-time","$116k – $174k","Boston","$116k – $174k","today","Top Investors","+3","Software Engineer II - Flows Platform","https://wellfound.com/jobs/3967523-software-engineer-ii-flows-platform","Full-time","Boston","yesterday","Senior Data Engineer, Business Intelligence","https://wellfound.com/jobs/3921450-senior-data-engineer-business-intelligence","Full-time","$124k – $186k","Boston","1 week ago"
"https://wellfound.com/company/oden-technologies","https://wellfound.com/cdn-cgi/image/width=112,height=112,fit=scale-down,gravity=0.5x0.5,quality=90,format=auto/https://photos.wellfound.com/startups/i/612380-d87316b100fee0275f389e529f1e6e53-medium_jpg.jpg?buster=1424204046","Oden Technologies","Actively Hiring","Make Things. Better","11-50 Employees","B2B","Expanding market presence","Growth Stage","","Machine Learning Data Engineer","https://wellfound.com/jobs/3824134-machine-learning-data-engineer","Full-time","$120k – $190k","Remote • New York City","","1 month ago","","","","","","","","","","","","",""
"https://wellfound.com/company/lendingtree","https://wellfound.com/cdn-cgi/image/width=112,height=112,fit=scale-down,gravity=0.5x0.5,quality=90,format=auto/https://photos.wellfound.com/startups/i/43079-8313ee881fc512c22b1f67afe7b70d60-medium_jpg.jpg?buster=1589436107","LendingTree","Actively Hiring","Easily browse and compare a wide variety of different loans","501-1000 Employees","B2C","Publicly traded company","Public Stage","","Staff Data Engineer","https://wellfound.com/jobs/3250803-staff-data-engineer","Full-time","Charlotte","","","11 months ago","","","","","","","","","","","","",""
"https://wellfound.com/company/daysmart","https://wellfound.com/cdn-cgi/image/width=112,height=112,fit=scale-down,gravity=0.5x0.5,quality=90,format=auto/https://photos.wellfound.com/startups/i/7893525-3fedb0676df00fc9878681c578d53c36-medium_jpg.jpg?buster=1690189034","Daysmart","Actively Hiring","Our Software. Your Growth","201-500 Employees","B2B","Expanding market presence","Growth Stage","","Senior Data Engineer","https://wellfound.com/jobs/3628111-senior-data-engineer","Full-time","$130k – $150k • No equity","Onsite or remote • Ann Arbor","4 years of exp","3 months ago","","","","","","","","","","","","",""
"https://wellfound.com/company/insomniac-design","https://wellfound.com/cdn-cgi/image/width=112,height=112,fit=scale-down,gravity=0.5x0.5,quality=90,format=auto/https://photos.wellfound.com/startups/i/7724794-045b6892433c2aa0878babb04e8fdaa6-medium_jpg.jpg?buster=1590515628","Insomniac Design","Actively Hiring","A global agency making a lasting impact on brands, people & communities","51-200 Employees","B2B","Startup in initial stages","Early Stage","","PHP Data Engineer","https://wellfound.com/jobs/813422-php-data-engineer","Full-time","Washington","","","5 years ago","","","","","","","","","","","","",""
"https://wellfound.com/company/comtec-information-systems","https://wellfound.com/cdn-cgi/image/width=112,height=112,fit=scale-down,gravity=0.5x0.5,quality=90,format=auto/https://photos.wellfound.com/startups/i/2861558-7862c57f19ebf82dc7524d37396ba182-medium_jpg.jpg?buster=1477501947","Comtec Information Systems","","global crowd funding for healthcare","201-500 Employees","","","","","AWS Data Engineer (Clone)","https://wellfound.com/jobs/3718401-aws-data-engineer-clone","Full-time","$100k – $140k • No equity","In office • Newark","9 years of exp","2 months ago","","","AWS Data Engineer","https://wellfound.com/jobs/3718400-aws-data-engineer","Full-time","$100k – $140k • No equity","2 months ago","","","","In office • Newark","9 years of exp",""
"https://wellfound.com/company/rhombuspower","https://wellfound.com/cdn-cgi/image/width=112,height=112,fit=scale-down,gravity=0.5x0.5,quality=90,format=auto/https://photos.wellfound.com/startups/i/8020443-93522da9ec6bd4033312923978687c3e-medium_jpg.jpg?buster=1602567609","Rhombus Power","Actively Hiring","We use cutting edge cross-disciplinary approaches  to solve pressing problems","11-50 Employees","Responds within three weeks","Based on past data, Rhombus Power usually responds to incoming applications within three weeks","B2B","Expanding market presence","Full Stack Web Engineer, Palo Alto","https://wellfound.com/jobs/3879756-full-stack-web-engineer-palo-alto","Full-time","$80k – $110k","Palo Alto","$120k – $190k","3 weeks ago","Growth Stage","","DevOps Engineer, Palo Alto","https://wellfound.com/jobs/3775833-devops-engineer-palo-alto","Full-time","Palo Alto","1 month ago","Data Engineer, Palo Alto","https://wellfound.com/jobs/3775832-data-engineer-palo-alto","Full-time","$110k – $180k","Palo Alto","1 month ago"
"https://wellfound.com/company/haystack-tv","https://wellfound.com/cdn-cgi/image/width=112,height=112,fit=scale-down,gravity=0.5x0.5,quality=90,format=auto/https://photos.wellfound.com/startups/i/420818-b30b4a8e924ccb4d7a19f42efccf4a7e-medium_jpg.jpg?buster=1594059260","Haystack News","Actively Hiring","The leading news service for cord-cutters","11-50 Employees","Top 5% of responders","Haystack News is in the top 5% of companies in terms of response time to applications","Responds within a few days","Based on past data, Haystack News usually responds to incoming applications within a few days","Data Engineer","https://wellfound.com/jobs/3289752-data-engineer","Full-time","Lima","Lima","Remote • Fort Lauderdale","10 months ago","B2C","+1","Machine Learning Engineer","https://wellfound.com/jobs/3275897-machine-learning-engineer","Full-time","","10 months ago","Senior Machine Learning Engineer","https://wellfound.com/jobs/3082309-senior-machine-learning-engineer","Full-time","","","1 year ago"
